gateway,gateway_document_number,gateway_name
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 18490448000104,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
broker platinum invest e tecnologia ltda | 00b72c12-904c-4439-9d0e-9560da55ced6,52834886000172,broker platinum invest e tecnologia ltda
Luarpay processadora de pagamentos ltda | 57e09028-82ff-4dfb-95fd-b750a3695805,57107752000173,Luarpay processadora de pagamentos ltda
Organ-on Software Brasil Ltda | 30726529000158,30726529000158,Organ-on Software Brasil Ltda
FASTCASH PAGAMENTOS DIGITAIS SA | d91a91ea-bc2b-4e25-bd99-197737d2ed9d,26051746000118,FASTCASH PAGAMENTOS DIGITAIS SA
ROCKET PAGO LTDA | 13f7627f-0bf7-41a5-883a-9b2f73fd1233,57252890000146,ROCKET PAGO LTDA
FORTUNA PAY CONSULTORIA FINANCEIRA LTDA | 53731130000160,53731130000160,FORTUNA PAY CONSULTORIA FINANCEIRA LTDA
RM SERVICOS EMPRESARIAIS WEB LTDA | 51688853000107,51688853000107,RM SERVICOS EMPRESARIAIS WEB LTDA
sphinx tecnologia e servios ltda | 46626540000186,46626540000186,sphinx tecnologia e servios ltda
LURITAMA GESTAO DE PAGAMENTOS LTDA | 446c4d53-7fb6-410d-8176-f08b14b02789,45768650000110,LURITAMA GESTAO DE PAGAMENTOS LTDA
SHOPRMS TECNOLOGIA E SERVICOS LTDA | a1119789-3615-4787-8ea2-98ca7d7da35c,45707166000180,SHOPRMS TECNOLOGIA E SERVICOS LTDA
BLISS PAGAMENTOS LTDA | 5da06c1e-d801-4f6f-be2c-b11651382b98,31172740000139,BLISS PAGAMENTOS LTDA
Pagsmile Intermediacao e Agenciamento de Negocios Ltda | 23010551000131,23010551000131,Pagsmile Intermediacao e Agenciamento de Negocios Ltda
AK FINTECH SOLUTIONS LTDA | 30b5f0cd-fed3-4be4-a139-3df39d666f16,55781283000148,AK FINTECH SOLUTIONS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 1bfdd5cb-8781-427a-a2bb-fd299e80cb02,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 20b8a132-5c0f-4838-8747-6f8303fc4500,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
Sortenabet Gaming Brasil SA | 4b007f22-42ac-493b-b90c-854eb41401a7,54989030000100,Sortenabet Gaming Brasil SA
YAYA PAGO TECNOLOGIA LTDA | 57693987000194,57693987000194,YAYA PAGO TECNOLOGIA LTDA
ALL BETS | c3910787-ea27-4690-b0dc-a79259a08acd,93138451001223,ALL BETS
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | b25c0a98-763a-4e83-b4e4-75357aa7c6c3,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
Betesporte Apostas On Line LTDA | 5f31ecbb-e843-4f4f-a85d-37500ac78210,56295104000125,Betesporte Apostas On Line LTDA
PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA | 2c47c601-63d3-406f-897b-56cfc28b5a21,10953721000170,PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA
LIVEPIX | 43192126000118,43192126000118,LIVEPIX
LuvaBet | 51897834000182,51897834000182,LuvaBet
GALERA GAMING JOGOS ELETRONICOS S A | 1cab0655-2a88-4f2d-8c8a-bca246c5bbd7,31853299000150,GALERA GAMING JOGOS ELETRONICOS S A
AK FINTECH SOLUTIONS LTDA | 95c19eaf-30dd-4794-8c1c-c93152cb4f89,55781283000148,AK FINTECH SOLUTIONS LTDA
ADX PAYMENT EXPRESS LTDA | 7bc7482a-4e4d-4b00-9ca0-343d2d44099b,53186737000107,ADX PAYMENT EXPRESS LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 99e80ced-ca72-4081-a157-99ae205af24e,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
UPBET BRASIL LTDA | 21675162-908c-4efa-9eef-89e17c40260c,56236761000100,UPBET BRASIL LTDA
M C R T3 INVESTIMENTO LTDA | e8e3d2ad-d3c3-4b69-8eb5-9c56b81248da,58321844000114,M C R T3 INVESTIMENTO LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 3a9d8167-c149-41e1-8396-d31d680c2874,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
SELECT OPERATIONS LTDA | 52afc496-6ac8-459d-a77e-a1c00dc701de,56875122000186,SELECT OPERATIONS LTDA
FOGGO ENTERTAINMENT LTDA | 65a49785-9f00-48ee-9824-5d9a24922558,56431248000161,FOGGO ENTERTAINMENT LTDA
OPP SERVICOS FINANCEIROS E COBRANCAS | 16944045000154,16944045000154,OPP SERVICOS FINANCEIROS E COBRANCAS
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 6a9bfb91-d5eb-4968-b6ac-890830bc27d5,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
SAFEPAG PAGAMENTOS SA | 31944425000182,31944425000182,SAFEPAG PAGAMENTOS SA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | d7f36093-3bcf-4a4f-8566-21352eb1a30b,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | 38c94af0-195d-4e53-ac89-999a9c9f509d,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
LBBR APOSTAS DE QUOTA FIXA LIMITADA | af6fcdb5-f612-4db1-a5bd-094e10167e0b,56441713000145,LBBR APOSTAS DE QUOTA FIXA LIMITADA
Be2 Bank LTDA | 25009296000132,25009296000132,Be2 Bank LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 78c323f8-739e-4dfe-8b1f-83b6ff84eb10,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
Bet4 | 5129d1d0-f1ea-48af-8c6f-b1c5bfbaf6ef,56706644000154,Bet4
JUST PAGAMENTOS LTDA | fbfb2ad4-7287-4169-9016-403eb607012e,34882109000111,JUST PAGAMENTOS LTDA
GAMEWIZ | e98d8b77-6f7a-49d6-bef6-98b750708ec5,56195099000189,GAMEWIZ
RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA | 7a82ca05-fb4b-413e-942b-35adf993091a,23159703000162,RR PARTICIPACOES E INTERMEDIACOES DE NEGOCIOS SA
BLISS PAGAMENTOS LTDA | deda6154-34f1-40e2-befa-29b6e686c243,31172740000139,BLISS PAGAMENTOS LTDA
SIX-TECH GAMES LTDA | 0abddf43-fe8e-4a80-a828-1d42821eb215,57350965000121,SIX-TECH GAMES LTDA
Fortuna Pay | 53731130000160,53731130000160,Fortuna Pay
SECURELINK CONSULTORIA FINANCEIRA LTDA | 244a75f3-0b78-4d6f-accf-9c5b41efa342,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA | e7df8f71-099a-4435-9045-9cdc66d3ba77,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA
MMABET - SPORTS MEDIA INVESTMENTS N.V.  | 22443203000276,22443203000276,MMABET - SPORTS MEDIA INVESTMENTS N.V.
BPX BETS SPORTS GROUP LTDA | cc62d48e-9b4b-4b28-8862-b25b30c6bde3,55590815000160,BPX BETS SPORTS GROUP LTDA
FOGGO ENTERTAINMENT LTDA | 2af2f206-8cd3-4217-9cc4-df1880c455d6,56431248000161,FOGGO ENTERTAINMENT LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | e9b60a46-03a8-4264-89b7-0c26bae9fca5,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
PINHENHON INTERMEDIACOES DE PAGAMENTOS E SERVICOS LTDA | 21c35968-7c33-437f-8953-80455a6689ee,44341088000180,PINHENHON INTERMEDIACOES DE PAGAMENTOS E SERVICOS LTDA
Pagfast Cobrança e Serviç | 46261360000148,46261360000148,Pagfast Cobrança e Serviç
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 2e297eca-08d1-455f-ab4f-a7687222b59c,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
VACANO FACILITADORA DE PAGAMEN | 39268650000158,39268650000158,VACANO FACILITADORA DE PAGAMEN
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | cd43048a-2832-47b8-b86e-9c499729f49d,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
POWERFULL TECNOLOGIA LTDA | 20ca6b3e-fa8b-4874-b408-b1c5c89660c3,49440778000100,POWERFULL TECNOLOGIA LTDA
Okto Tech Ltda. | 826c5423-6e4b-4f8a-9c21-f160a3b1eea5,51583189000123,Okto Tech Ltda.
ROCKET PAGO LTDA | a1dd5905-f8f5-48be-8768-9e4429f2056d,57252890000146,ROCKET PAGO LTDA
Pagfast Cobrança e Serviço em Tecnologia Ltda | 89ca19de-9516-4fd5-9c28-51add45f2da8,46261360000148,Pagfast Cobrança e Serviço em Tecnologia Ltda
HKPPay | 68ae2969-0f9f-46f9-8c4f-974ee9be8c2b,37233496000153,HKPPay
TRANSFERSMILE INSTITUICAO DE PAGAMENTO LTDA | 37753531000165,37753531000165,TRANSFERSMILE INSTITUICAO DE PAGAMENTO LTDA
PAGSMILE INTERMEDIACAO E AGENCIAMENTO DE | 23010551000131,23010551000131,PAGSMILE INTERMEDIACAO E AGENCIAMENTO DE
VOLUTI GESTAO FINANCEIRA - LTDA | 9bccb7f0-937f-44a6-9206-0e63fdea6f6b,30385259000169,VOLUTI GESTAO FINANCEIRA - LTDA
AK FINTECH SOLUTIONS LTDA | 2136d84c-56d0-4b77-bd81-cf75175b9bdf,55781283000148,AK FINTECH SOLUTIONS LTDA
YCFSHOP TECNOLOGIA EM ECOMMERCE LTDA | 03309982-da58-48cc-aaf7-47b96a5a554d,46558143000114,YCFSHOP TECNOLOGIA EM ECOMMERCE LTDA
FUTURAS APOSTAS LTDA | 0af5a968-ba17-46c0-9eb8-a567f0c30776,55399607000188,FUTURAS APOSTAS LTDA
ZRO INSTITUICAO DE PAGAMENTOS S A | 26264220000116,26264220000116,ZRO INSTITUICAO DE PAGAMENTOS S A
PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA | 0db7c20a-913d-4555-ab3f-44d722959599,10953721000170,PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA
AK FINTECH SOLUTIONS LTDA | a7770428-cabe-4d4f-93b2-e7baa7b30160,55781283000148,AK FINTECH SOLUTIONS LTDA
ZLIN PAY LTDA | ea16ebf1-9c91-4524-81c5-7e214091bd34,33678305000106,ZLIN PAY LTDA
GANHABET - SUPERBET88 INTERNATIONAL N.V. | 22443203000276,22443203000276,GANHABET - SUPERBET88 INTERNATIONAL N.V.
F12 GAMING N.V. | 22443203000195,22443203000195,F12 GAMING N.V.
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 9efd03dd-8758-4c4a-a732-27b02cb26ad0,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ALL BETS | ccc70de3-29b9-4d57-9d37-743bf5fa4bc0,93138451000170,ALL BETS
AFBR LTDA | 53c6a69d-cf82-424e-af91-a3d084c54bc2,56147145000174,AFBR LTDA
ALL BETS | 2809e02e-fe81-4df2-a8f2-ba596bc034bb,93138451000170,ALL BETS
Pay Brokers S.A | 72582bf1-8fb1-4e50-aaca-2545d586c291,34841787000136,Pay Brokers S.A
M C R T3 INVESTIMENTO LTDA | 477cafce-5a4e-4e2d-843b-0da01c72eb42,58321844000114,M C R T3 INVESTIMENTO LTDA
SANTIAGO MENDES DE SOUZA | 31172740000139,31172740000139,SANTIAGO MENDES DE SOUZA
HKP PAY PAGAMENTOS 536 LTDA | 52648605000197,52648605000197,HKP PAY PAGAMENTOS 536 LTDA
YE  PAY SERVICOS FINANCEIROS LTDA | 9c4f85c4-b343-4923-bf40-4bc5a89b0a90,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
Brapay Negocios e Participacoes Ltda | 1c734548-9ea7-4b5f-8e97-b45d1634e125,49138107000190,Brapay Negocios e Participacoes Ltda
PAYFREE SOLUCÇÕES EM SISTEMAS E PAPAYFREE SOLUCÇÕES EM SISTEMAS E PAGAMENTOS LTDA GAMENTOS LTDA | fe321fac-37d4-4f37-b960-255339c55c40,44478318000158,PAYFREE SOLUCÇÕES EM SISTEMAS E PAPAYFREE SOLUCÇÕES EM SISTEMAS E PAGAMENTOS LTDA GAMENTOS LTDA
SIMPLES GAMES DIVERSOES E ENTRETENIMENTO LTDA | f0d31c7a-0273-4676-94f9-07d5dd9b5660,50924239000126,SIMPLES GAMES DIVERSOES E ENTRETENIMENTO LTDA
ZELU BRASIL FACILITADORA DE PAGAMENTOS LTDA | 418da125-6dec-4fc2-a3de-cedef115bd18,44785809000141,ZELU BRASIL FACILITADORA DE PAGAMENTOS LTDA
EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL EIRELI | 32906701000180,32906701000180,EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL EIRELI
Rms01 | 8e5a673e-68fc-4be7-ba28-7c276d23661c,45707166000180,Rms01
JG PLAY DIGITAL LTDA | 15032f10-5c6c-433a-a4b5-f74ea659c990,49726523000109,JG PLAY DIGITAL LTDA
LINKS PAGAMENTOS LTDA | 30356821000126,30356821000126,LINKS PAGAMENTOS LTDA
pixs cobranca e servicos em tecnologia s.a | 793cab9e-279e-4399-94bd-fc8cba800cf6,40953545000137,pixs cobranca e servicos em tecnologia s.a
BigBang | 35795575000122,35795575000122,BigBang
ZAMO PAGO LTDA | a79f1cd5-5c8a-40fc-b342-972de98af9bc,55863405000145,ZAMO PAGO LTDA
OKTO TECH LTDA | a69ab018-8891-461d-bf69-c239c16e6174,51583189000123,OKTO TECH LTDA
Transfersmile Ltda | 37753531000165,37753531000165,Transfersmile Ltda
VIDA VEGAS - THRONE ENTERTAINMENT | 22443203000276,22443203000276,VIDA VEGAS - THRONE ENTERTAINMENT
Okto Tech Ltda. | cd6d14a0-a714-4e05-b1a7-2364fd38ffec,51583189000123,Okto Tech Ltda.
RIOPAG S/A | 86ab07be-d9f5-49c4-9b3d-1f0bc7e374fd,40953545000137,RIOPAG S/A
WYRAPAY - PERYTECH LTD | 22443203000195,22443203000195,WYRAPAY - PERYTECH LTD
VANGUARD ENTRETENIMENTO BRASIL LTDA. | f6ed09bb-afbf-44a6-a3be-1427547e1232,56885537000130,VANGUARD ENTRETENIMENTO BRASIL LTDA.
Sevenx Gaming S/A | 56504413000168,56504413000168,Sevenx Gaming S/A
GOLDEN CAT PROCESSAMENTO DE PAGAMENTO LTDA | 52348833000222,52348833000222,GOLDEN CAT PROCESSAMENTO DE PAGAMENTO LTDA
PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA | b06578f7-06c7-4380-b26d-7afea4d1c3e8,32364718000153,PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA
APOSTEI.COM - DECOLA OPERATIONS | 22443203000276,22443203000276,APOSTEI.COM - DECOLA OPERATIONS
Moneta Transfer LTDA | fa6403bc-1ea6-4db0-8e72-5ea9bee32df4,48206461000141,Moneta Transfer LTDA
PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA | d0025e33-bddd-482d-9aee-412ea2c283c1,32364718000153,PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA
Futuras Apostas LTDA | 55399607000188,55399607000188,Futuras Apostas LTDA
BIGIDEA | e0300fb8-2c09-44dc-92e0-604abcfd1e3b,37233496000153,BIGIDEA
Abc Tech LTDA | 55318837000175,55318837000175,Abc Tech LTDA
CASH PAY MEIOS DE PAGAMENTO LTDA |,48689840000130,CASH PAY MEIOS DE PAGAMENTO LTDA
okto tech ltda. | c13cf845-1d7a-4f36-ba6a-01a1ec6365b2,51583189000123,okto tech ltda.
SIMPLES CIENCIAS | e403d873-e8ee-4b05-afc6-17f06ac82ad3,50788431000132,SIMPLES CIENCIAS
Pixcred Socied | 42510062000193,42510062000193,Pixcred Socied
AUTO VARGAS | 04721736000100,4721736000100,AUTO VARGAS
DF PARTICIPACOES LTDA | d953c0b0-321a-4af2-806b-c0feeaaf5af1,57841833000100,DF PARTICIPACOES LTDA
Netbet | 5811cfd0-7535-4a39-83a2-fbdb37476394,13492000000106,Netbet
VIRTUAL SOLUCOES EM TECNOLOGIA LTDA | c189e161-8588-49d1-9834-c64313f23c85,46481607000131,VIRTUAL SOLUCOES EM TECNOLOGIA LTDA
| d415cd63-d62e-4797-83a3-ce8ef9be6508,46261360000148,PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S.A.
HKPPAY PAGAMENTOS E COBRANCAS LTDA | e60d1522-2a07-4597-87c3-cc46658f3e5c,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Jps Intermediacoes E Servicos Financeiros Ltda | 335faab2-4ff7-484e-9b5a-369840571842,47726411000122,Jps Intermediacoes E Servicos Financeiros Ltda
ESPORTES GAMING BRASIL LTDA | cf734316-f060-4d9f-8bb2-c3a818155be6,56075466000100,ESPORTES GAMING BRASIL LTDA
BBN PAY | 55977537000106,55977537000106,BBN PAY
JPS Intermediacoes e Servicos Financeiros LTDA | 47726411000122,47726411000122,JPS Intermediacoes e Servicos Financeiros LTDA
LA PAGO LTDA | 55869831000196,55869831000196,LA PAGO LTDA
ALL BETS | 9a477fa6-de61-49de-8b06-669de16d4fbf,93138451000170,ALL BETS
ALL BETS | a8c15e42-f812-40a9-a351-d3a33e743e79,93138451000170,ALL BETS
BLISS PAGAMENTOS LTDA | 43d18db3-e096-48de-9376-af4f7f0a6bd3,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 45a3ec51-d41b-44a9-8109-55fae40ab6fe,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 47989a55-5ff5-4247-b3db-2bdae6ade879,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 77c90a03-f795-48c4-bedf-34b280009866,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | e7cac2c4-f469-45ba-b107-94b8f8e8144d,31172740000139,BLISS PAGAMENTOS LTDA
La Pago Ltda                                       | ffb41615-f1fa-4b19-98a5-c05a8991a4ef,55869831000196,La Pago Ltda
F7 JOGOS LTDA | 3fe86b37-d4ea-42a3-8c22-d73e45d878e2,57972577000182,F7 JOGOS LTDA
LOGAME DO BRASIL LTDA | 7c81f97f-22cc-4b67-a5f1-8e4b60a28628,56349116000195,LOGAME DO BRASIL LTDA
Nuvei limited | 13492000000106,13492000000106,Nuvei limited
Brapay Negócio é participação LTDA | a0b6f381-c3d5-4ea4-8d79-e9c7d9360b4e,49138107000190,Brapay Negócio é participação LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 0246e753-9e50-4151-b8de-bcafccd6f96a,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Pay2free | 44478318000158,44478318000158,Pay2free
F7 JOGOS LTDA | 0c3885a0-fe69-4e55-bcc6-37598ff61f69,57972577000182,F7 JOGOS LTDA
JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA | db9400cb-2627-485b-9527-59f7233a1c61,47726411000122,JPS INTERMEDIACOES E SERVICOS FINANCEIROS LTDA
ALL BETS APOSTAS ESPORTIVAS LTDA | 5922af72-4a0e-494e-baa4-163d79118d12,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
MC GAMES | e86b4565-4fce-4dca-bed4-536e5f58c516,6023798000173,MC GAMES
BLAZE | 2343c000-7716-4eba-8fab-c27648b321b6,35210410000141,BLAZE
Www Pago Ltda | 54377555000186,54377555000186,Www Pago Ltda
AK FINTECH SOLUTIONS LTDA | dbbdada1-f8ba-4c11-8612-dd0c9c9b4071,55781283000148,AK FINTECH SOLUTIONS LTDA
CITABANK PARTICIPAÇÕES LTDA | 426ba940-b3c0-421c-83f4-f75d77a22580,53873648000139,CITABANK PARTICIPAÇÕES LTDA
AFUN | 56259060000188,56259060000188,AFUN
Luritama Gestao de Pagamentos Ltda | 3b598aa2-6bc3-4a4d-9c78-96148fddc7fa,45768650000110,Luritama Gestao de Pagamentos Ltda
PAY CAPITAL PAGAMENTOS SA | 7f8fd658-4205-4054-88d2-dbd2ebd8c675,36690516000152,PAY CAPITAL PAGAMENTOS SA
PAY CAPITAL PAGAMENTOS SA | a026aba5-3f0d-41ab-8517-6ba03f74ddcd,36690516000152,PAY CAPITAL PAGAMENTOS SA
P Pagamentos Ltda | 2bb58705-610c-4ebe-8392-8277da931eef,29639420000102,P Pagamentos Ltda
ANTCASH SERVIOS FINANCIOS LTDA | 55054809000198,55054809000198,ANTCASH SERVIOS FINANCIOS LTDA
Abc Tech Ltda | 55318837000175,55318837000175,Abc Tech Ltda
F7 JOGOS LTDA | 590c9fd8-ff35-4b70-badc-aca6c9d0077b,57972577000182,F7 JOGOS LTDA
Hkp Gateway Hkppay Gateway Ltda                    | a7060265-26b2-43d8-8650-d048ecc17ffb,55132663000151,Hkp Gateway Hkppay Gateway Ltda
Six Tech Games Ltda | 06de8dfa-29af-4faa-83c1-0d48bd6b2c68,57350965000121,Six Tech Games Ltda
SELECT OPERATIONS LTDA | d9fb52f3-f0a6-47c2-8815-311f2ed9c2e6,56875122000186,SELECT OPERATIONS LTDA
BC PAY MEIOS DE PAGAMENTO LTDA | 52580208000120,52580208000120,BC PAY MEIOS DE PAGAMENTO LTDA
Rmt invest e tecnologia Ltda | 508be0a0-a0e9-422f-bec4-5d491a4e0b75,57370980000131,Rmt invest e tecnologia Ltda
Onekey Payments Instituiçao de Pagamento S.A. | 7399dd4f-f26d-477f-ab65-a380c92f5726,35210410000141,Onekey Payments Instituiçao de Pagamento S.A.
SUITPAY INSTITUICAO DE PAGAMENTOS LTDA | 6b96db45-281b-4a86-b0fb-7e0bf38d74a7,38333425000195,SUITPAY INSTITUICAO DE PAGAMENTOS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | aba93603-bc05-42f1-9978-de839cfa9194,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Hkp Pay Meios de Pagamentos LTDA | 50742495000100,50742495000100,Hkp Pay Meios de Pagamentos LTDA
Pixcred Sociedade de Credito S/A | 15d2dd4b-9646-4f27-8d83-96da3c09948a,42510062000193,Pixcred Sociedade de Credito S/A
BR4 | 04426418000116,4426418000116,BR4
Pixcred Sociedade de Credito S/A | 42510062000193,42510062000193,Pixcred Sociedade de Credito S/A
LURITAMA GESTAO DE PAGAMENTOS LTDA | 8236b1cb-dd2e-4602-8417-85bf183ec9cf,45768650000110,LURITAMA GESTAO DE PAGAMENTOS LTDA
PIXSWAP ATIVIDADES DE INTERNET LTDA | 664f5ad4-766b-4095-859d-f7697f2b05e1,48120319000187,PIXSWAP ATIVIDADES DE INTERNET LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA | 22443203000195,22443203000195,ANSPACE INSTITUICAO DE PAGAMENTO LTDA
Ezzepay Solucoes de Pagamentos Ltda | 37743906000106,37743906000106,Ezzepay Solucoes de Pagamentos Ltda
BLISS PAGAMENTOS LTDA | 6b36984b-5a50-4427-8ced-8e541ecf3f71,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 6eef7875-76f7-4483-9b8b-6da9bdeb2023,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | b058a316-b058-4603-82f2-7b7857d65936,31172740000139,BLISS PAGAMENTOS LTDA
Big Bang Instituição de Pagamento Ltda | 35795575000122,35795575000122,Big Bang Instituição de Pagamento Ltda
UPBET BRASIL LTDA | 56236761000100,56236761000100,UPBET BRASIL LTDA
broker platinum invest e tecnologia ltda | 974c5bf2-1091-4d7e-8a13-3bb11ad8d848,52834886000172,broker platinum invest e tecnologia ltda
OKTO TECH LTDA | cadaa252-93ed-46af-9ab8-41bad1d6c401,51583189000123,OKTO TECH LTDA
LCT | ecbd1376-6c5a-4ae0-bde2-fd4dcfb4b791,31023573000164,LCT
LCT PAGAMENTOS E SERVICOS LTDA | de3172e2-db96-434d-8222-88324ce41c9a,31023573000164,LCT PAGAMENTOS E SERVICOS LTDA
H2 LICENSED LTDA | 34459a18-300b-4c02-aa8e-896d4e3713ce,56303755000110,H2 LICENSED LTDA
ZAL HOLDING BR LTDA  | 55527467000186,55527467000186,ZAL HOLDING BR LTDA
F7 JOGOS LTDA | aaf08f3f-c56a-4251-b7c5-66b0172f02d8,57972577000182,F7 JOGOS LTDA
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | 38eb9172-5a43-4175-aec6-59f1ab2a58a2,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
DANIEL BARBOSA TORRICELLI | c83994de-712a-4148-b3b2-321eae66ad29,30726529000158,DANIEL BARBOSA TORRICELLI
GAMEWIZ | 2b60874c-9161-4080-83c8-f82079679152,56195099000189,GAMEWIZ
FOGGO ENTERTAINMENT LTDA | f498546a-7d7f-4bb7-83e9-c696a91e2e24,56431248000161,FOGGO ENTERTAINMENT LTDA
Pixbet | 3cb254ac-8646-4625-8003-e7ca05bd761d,40633348000130,Pixbet
GAMEWIZ | 56195099000189,56195099000189,GAMEWIZ
PIXBET SOLUÇÕES TECNOLOGICAS LTDA | 5196923a-df77-4a93-81e3-a21e12e51f53,40633348000130,PIXBET SOLUÇÕES TECNOLOGICAS LTDA
Pixbet | c9b9a62f-bb4f-4304-83fe-c78ae0ac17ae,40633348000130,Pixbet
ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL | 391b7e98-6050-4d52-8e15-115b49ac2194,22443203000276,ANSPACE INSTITUICAO DE PAGAMENTO LTDA FILIAL
VIRTUALPAY | 46481607000131,46481607000131,VIRTUALPAY
LBBR APOSTAS DE QUOTA FIXA LIMITADA | 00bed65d-966e-4f52-becc-f65c30e56fcf,56441713000145,LBBR APOSTAS DE QUOTA FIXA LIMITADA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 8b7372ba-bf15-427e-8dde-deb373070737,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ALL BETS | 01f0b8e9-3d82-4e50-93ab-b3dad6de6e23,93138451001223,ALL BETS
SECURELINK CONSULTORIA FINANCEIRA LTDA | 0106d7e9-6c54-4cc5-973c-68e4723fde4a,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
SECURELINK CONSULTORIA FINANCEIRA LTDA | 7e1885db-4b0f-4193-8526-c4d3c2585164,53733396000142,SECURELINK CONSULTORIA FINANCEIRA LTDA
cepay | 56349116000195,56349116000195,cepay
BLISS PAGAMENTOS LTDA | 62e056fa-945a-4e5a-aba0-798d0bb0fe1d,31172740000139,BLISS PAGAMENTOS LTDA
OIG GAMING BRAZIL LTDA | 55459453000172,55459453000172,OIG GAMING BRAZIL LTDA
REI DO PITACO | 34935286000119,34935286000119,REI DO PITACO
PAY BROKERS COBRANÇA E SERVIÇOS EM TECNOLOGIA LTDA | c7a80d1c-7331-4f48-8236-760b8d3af035,34841787000136,PAY BROKERS COBRANÇA E SERVIÇOS EM TECNOLOGIA LTDA
BLISS PAGAMENTOS LTDA | 70e1b9bf-34cf-43c9-bf96-ec652f97b43c,31172740000139,BLISS PAGAMENTOS LTDA
SIX-TECH GAMES LTDA | 57350965000121,57350965000121,SIX-TECH GAMES LTDA
